id,primary_name,count_current_type,deposits_funders_current,funders_current_type
297,Springer Science and Business Media LLC,599998,TRUE,0.004835016116720389
301,Informa UK Limited,341973,TRUE,0
1121,JSTOR,216609,FALSE,0
374,Walter de Gruyter GmbH,215704,TRUE,0.001511330341579201
78,Elsevier BV,108260,TRUE,0.01630334380195825
286,Oxford University Press (OUP),84103,TRUE,0.004981986373851111
3821,Nomos Verlag,60709,TRUE,1.153041558912188e-4
56,Cambridge University Press (CUP),34970,TRUE,0
2432,IGI Global,34658,FALSE,0
2918,Edward Elgar Publishing,32620,FALSE,0
1574,Atlantis Press SARL,22922,TRUE,4.362621062734491e-5
165,Bristol University Press,18669,TRUE,0
5471,Transcript Verlag,18669,FALSE,0
7834,United Nations Publications,15211,FALSE,0
2399,OpenEdition,13852,TRUE,0.007941091539127924
140,Emerald,13273,TRUE,0
219,World Scientific Pub Co Pte Ltd,12124,TRUE,0
7437,IOS Press,9947,FALSE,0
2273,CAIRN.INFO,9938,FALSE,0
11875,Even3,9570,FALSE,0
6055,Verlag C.H.Beck oHG,9512,FALSE,0
3774,IntechOpen,9389,FALSE,0
4230,Manchester University Press,9077,FALSE,0
9818,Atena Editora Edição de Livros Ltda,8079,FALSE,0
194,Georg Thieme Verlag KG,6748,TRUE,0
408,University of California Press,6705,TRUE,0
37380,Selfypage Developers pvt ltd,6419,FALSE,0
4359,Columbia University Press,6338,FALSE,0
5164,Yale University Press,6016,FALSE,0
281,MIT Press,5933,TRUE,0
4694,Sciencedomain International,5911,FALSE,0
965,Bentham Science Publishers Ltd.,5862,TRUE,0
73,Duke University Press,4546,TRUE,0
34671,Seven Events,4468,FALSE,0
24862,Editora Cientifica Digital,4376,FALSE,0
7597,Brepols Publishers NV,4352,FALSE,0
1696,University of Toronto Press Inc. (UTPress),4252,FALSE,0
51013,Bidge Yayınları,4159,FALSE,0
19460,Haufe-Lexware GmbH and Co. KG,4028,FALSE,0
38456,Editora Pasteur,4001,FALSE,0
27363,AYA Editora,3883,FALSE,0
7832,NYU Press,3866,FALSE,0
20809,Rutgers University Press,3758,FALSE,0
179,SAGE Publications,3601,TRUE,0
1931,Edinburgh University Press,3364,FALSE,0
4434,Cornell University Press,3332,FALSE,0
1697,Carl Hanser Verlag,3264,FALSE,0
4802,Verlag Dr. Otto Schmidt,3203,FALSE,0
21860,Editora Poisson,3203,FALSE,0
250,EDP Sciences,3117,TRUE,0
1757,John Benjamins Publishing Company,3114,TRUE,0
37787,Özgür Yayınları,3023,FALSE,0
23880,Academician Publishing,3012,TRUE,0
16537,Pimenta Cultural,2874,FALSE,0
16613,Realize Eventos Cientificos e Editora LTDA,2762,FALSE,0
4759,University of Pennsylvania Press,2728,FALSE,0
9289,"Channel View Publications, Ltd.",2627,FALSE,0
36593,Frank & Timme GmbH,2617,FALSE,0
292,Royal Society of Chemistry (RSC),2547,TRUE,0.005104043973301924
2652,Harvard University Press,2506,FALSE,0
28402,VDI Verlag GmbH,2451,FALSE,0
28327,Arco Editores,2311,FALSE,0
30764,Brazilian Journals,2303,FALSE,0
242,CABI Publishing,2296,TRUE,0
793,Springer Publishing Company,2287,FALSE,0
417,American Academy of Pediatrics (AAP),2276,FALSE,0
3287,The Pennsylvania State University Press,2274,TRUE,0
266,IOP Publishing,2222,TRUE,0
47725,Hatje Cantz Verlag,2150,FALSE,0
11982,Publishing House Baltija Publishing,2143,FALSE,0
7806,"Faculty of Philology, University of Belgrade",2061,TRUE,0.02037845705967977
28043,Editora Dialetica,1981,FALSE,0
29384,Editora Amplla,1963,FALSE,0
27115,Editora e-Publicar,1901,FALSE,0
4442,University of Texas Press,1875,FALSE,0
4923,Open Book Publishers,1875,TRUE,0.1594666666666667
16987,Vervuert Verlag oHG,1867,FALSE,0
49661,Sociedad Española de Farmacia Hospitalaria,1809,FALSE,0
23025,Editora Inovar,1807,FALSE,0
358,Intellect,1711,TRUE,0
12270,Psychosozial-Verlag GmbH and Co. KG,1665,FALSE,0
49821,"Editorial Colex, S. L.",1665,FALSE,0
23658,Editora Conhecimento Livre,1621,FALSE,0
15,American Psychological Association (APA),1600,TRUE,0.023125
30674,Wissenschaftliche Verlagsgesellschaft mbH,1563,TRUE,0
26411,ICSP - New Science,1481,FALSE,0
351,Society for Industrial & Applied Mathematics (SIAM),1480,TRUE,0
39342,University of British Columbia Press,1441,FALSE,0
5425,University Press of Mississippi,1416,FALSE,0
55024,University of Massachusetts Press,1408,FALSE,0
26693,Editora Omnis Scientia,1394,FALSE,0
3673,University of Illinois Press,1388,FALSE,0
5556,Michigan State University Press,1383,FALSE,0
21000,Verlag Julius Klinkhardt GmbH & Co. KG,1339,FALSE,0
2101,Duncker & Humblot GmbH,1321,FALSE,0
22549,Fundacao Fenix,1308,FALSE,0
12144,Edizioni Ca Foscari,1294,FALSE,0
265,Institution of Engineering and Technology (IET),1286,TRUE,0
2049,Schlager Group,1285,FALSE,0
21822,Firenze University Press,1246,TRUE,0
38069,Instituto Quero Saber,1149,FALSE,0
3111,AVES YAYINCILIK A.Ş.,1093,FALSE,0
22058,NORDEX Nonprofit Kft,1082,FALSE,0
4211,University of Warsaw,1057,FALSE,0
3380,Fordham University Press,1054,FALSE,0
6036,RWS Verlag GmbH,1054,FALSE,0
26354,Rfb Editora,1052,FALSE,0
30096,Comunicacion Cientifica,1039,FALSE,0
51392,Deep Science Publishing,1036,FALSE,0
10443,Editora CRV,1035,FALSE,0
47940,Astra Ediciones,1029,FALSE,0
112,ISEAS - Yusof Ishak Institute,999,FALSE,0
894,American Society of Health-System Pharmacists,994,FALSE,0
12323,World Trade Organization,962,FALSE,0
38378,"Dykinson, S.L.",957,FALSE,0
5302,Harrassowitz Publishing House,955,FALSE,0
26840,V & V Editora,940,FALSE,0
26283,Invepy y Asociados S.C.,935,FALSE,0
16894,Gorgias Press LLC,922,FALSE,0
530,FapUNIFESP (SciELO),850,TRUE,0
9495,British Small Animal Veterinary Association,848,FALSE,0
52693,Aurum Editora Ltda,844,FALSE,0
23521,Erich Schmidt Verlag GmbH & Co. KG,843,FALSE,0
8939,ISTE Group,809,FALSE,0
31982,Instituto Iberoamericano de Estudos Juridicos,802,FALSE,0
23908,Université Bordeaux Montaigne,791,FALSE,0
14,American Mathematical Society (AMS),778,TRUE,0
52391,Rademics Research Institute,776,FALSE,0
5084,Ksiegarnia Akademicka Sp. z.o.o.,771,TRUE,0
12295,Kharkiv National University of Radioelectronics,753,FALSE,0
316,American Chemical Society (ACS),747,TRUE,0
11192,Istanbul University,741,TRUE,0
4815,DETAIL Architecture GmbH,737,FALSE,0
26887,Editora In Vivo,737,FALSE,0
2363,The Research Center of the Slovenian Academy of Sciences and Arts (ZRC SAZU),731,FALSE,0
3104,"Editora Edgard Blucher, Ltda.",726,FALSE,0
5414,Gesellschaft Anthroposophischer Ärztinnen und Ärzte in Deutschland,714,FALSE,0
8053,University of Maribor,709,FALSE,0
27836,Epitaya Propriedade Intelectual e Editora LTDA,709,FALSE,0
9747,A. M. Gorky Institute of World Literature of the Russian Academy of Sciences,691,FALSE,0
25931,Centro de Investigaciones en Ciencias Sociales y Humanidades desde America Latina,689,FALSE,0
8044,Uniwersytet Lodzki (University of Lodz),669,TRUE,0
7604,Scandinavian University Press,643,TRUE,0
9951,Cappelen Damm AS - Cappelen Damm Akademisk,642,FALSE,0
9752,ANU Press,640,FALSE,0
38995,San International Scientific Publications,624,FALSE,0
30757,"Journal of Education, Science and Health - JESH",623,FALSE,0
2580,AOSIS,622,FALSE,0
3749,University Press of Florida,602,FALSE,0
6739,Salesian Polytechnic University of Ecuador,596,FALSE,0
28307,"SEPE - Simposio de Ensino, Pesquisa e Extensao",595,FALSE,0
23781,Editora Artemis,592,FALSE,0
32105,Agron Food Academy,581,FALSE,0
14106,Wilfrid Laurier University,577,FALSE,0
39071,Grupo Editorial Biblioteca,576,FALSE,0
27242,Editora Ampamente,572,FALSE,0
25375,International Science Group,569,FALSE,0
50455,Nobel Tip Kitabevleri,567,FALSE,0
22598,Leiden University Press,566,FALSE,0
30480,Encontrografia Editora Ltda,566,FALSE,0
28836,Editora Aluz,558,FALSE,0
37923,Editora Academic,552,FALSE,0
6535,EDIPUCRS,546,FALSE,0
48206,International Maritime Organization,545,FALSE,0
8763,RAD Centre,542,FALSE,0
22151,Faculdade de Filosofia e Ciências,532,TRUE,0
189,SPIE-Intl Soc Optical Eng,526,TRUE,0
25667,Editions des archives contemporaines,503,FALSE,0
16438,Publishing House Sreda,495,TRUE,0.006060606060606061
26655,Unique Scientific Publishers,495,FALSE,0
2165,Liverpool University Press,491,FALSE,0
8180,Burleigh Dodds Science Publishing Limited,467,FALSE,0
37493,Lehmanns Media GmbH,458,FALSE,0
34610,Fagbokforlaget Vigmostad & Bjorke,456,FALSE,0
31511,Turkish Academy of Sciences,447,TRUE,0
8434,Wits University Press,440,FALSE,0
5458,Endocrinology Research Centre,439,FALSE,0
11033,University of Primorska Press,438,FALSE,0
5388,Colegio Mayor de Nuestra Senora del Rosario,431,FALSE,0
35044,SCISAUDE,423,FALSE,0
4169,Franco Angeli,421,FALSE,0
50995,American Philosophical Society Press,420,FALSE,0
29424,"Revista Ibero-Americana de Humanidades, Ciencias e Educacao",417,FALSE,0
24499,The Nelson-Atkins Museum of Art,410,FALSE,0
24947,University Library in Kragujevac,404,TRUE,0
39458,Universidad Nacional Experimental Sur del Lago &quot;Jesús María Semprum&quot; (UNESUR),404,FALSE,0
25876,Editora Ilustracao,394,FALSE,0
3827,University Press of Kentucky,382,FALSE,0
38363,IBFD,380,FALSE,0
32937,Editora SORIAN,379,FALSE,0
32390,Milano University Press,371,TRUE,0
3180,Amsterdam University Press,360,TRUE,0
9283,University of Minho,357,TRUE,0
10770,Universitatsverlag Gottingen,355,FALSE,0
200,University of Chicago Press,339,FALSE,0
25732,Universitatsbibliothek Bamberg,338,TRUE,0
3910,University Press of Colorado,337,FALSE,0
6272,Wroclaw University of Economics and Business,336,FALSE,0
67,CSIRO Publishing,330,TRUE,0
9621,PubPub,329,FALSE,0
945,IWA Publishing,326,TRUE,0
9982,Centro Latino-Americano de Estudos em Cultura - CLAEC,323,FALSE,0
25722,Wallstein Verlag GmbH,318,TRUE,0.2044025157232704
9324,Eötvös Loránd University,314,FALSE,0
9140,Universidade Federal do Rio Grande do Norte - UFRN,313,FALSE,0
29166,Jan Sramek Verlag KG,312,FALSE,0
22118,World Institute for Advanced Research and Science,311,FALSE,0
23225,Université de Lorraine,311,FALSE,0
3948,GN1 Sistemas e Publicacoes Ltd.,307,FALSE,0
29305,Pedro & Joao Editores LTDA M.E.,306,FALSE,0
11055,Eleyon Publishers,305,FALSE,0
23835,The WAC Clearinghouse,302,FALSE,0
28011,QTanalytics India (Publications),302,FALSE,0
26325,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",298,TRUE,0
49669,Supervisão Clínica,298,FALSE,0
18453,Geotar-Media Publishing Group,291,FALSE,0
9784,Universidad Nacional Abierta y a Distancia,288,FALSE,0
20793,ECORFAN,274,TRUE,0
51778,Planta! - Plantlife Conservation Society,272,FALSE,0
6950,"Faculty of Humanities and Social Sciences, University of Zagreb",270,FALSE,0
49448,Integrated Publications,270,FALSE,0
50416,Institute of China and Modern Asia of the Russian Academy of Sciences,265,FALSE,0
30151,Smt Vimla Devi Education Society,264,FALSE,0
4512,Russell Sage Foundation,262,FALSE,0
14553,ASM International,262,FALSE,0
30611,Wurttembergische Landesbibliothek,262,FALSE,0
30,American Society of Civil Engineers (ASCE),257,FALSE,0
320,Association for Computing Machinery (ACM),255,TRUE,0
13868,University of Johannesburg,252,TRUE,0
3169,Universidad Complutense de Madrid (UCM),249,FALSE,0
28394,Periodicojs,247,FALSE,0
81,European Respiratory Society (ERS),245,TRUE,0
16113,"ITESO, A.C.",245,FALSE,0
33397,Consejo Latinoamericano de Ciencias Sociales,243,FALSE,0
48693,National Education Services,241,FALSE,0
52165,Editora Cognitus,240,FALSE,0
3102,University of North Carolina Press (publisher),238,TRUE,0
6927,Journal Press India,235,FALSE,0
25683,Pantanal Editora,235,FALSE,0
21102,Soproni Egyetem Kiado,234,FALSE,0
38836,wbv Publikation,232,TRUE,0
7091,Verlag Barbara Budrich GmbH,230,FALSE,0
6464,Pontifical University of John Paul II in Krakow,226,FALSE,0
15204,Waxmann,226,FALSE,0
23,American Pharmacists Association,223,FALSE,0
22676,University of Bern,222,FALSE,0
26649,Madl Ferenc Osszehasonlito Jogi Intezet,222,FALSE,0
5965,University Library of Pecs,221,FALSE,0
48931,South American Publishing,221,FALSE,0
33,ASME International,220,TRUE,0
1665,Scientific Societies,219,TRUE,0
28869,University of Ljubljana,213,TRUE,0
31179,punctum books,213,TRUE,0.3004694835680751
25627,OKTAN PRINT s.r.o.,212,FALSE,0
3895,British Academy,210,TRUE,0.180952380952381
21873,Liha-Pres,210,FALSE,0
5067,Editorial Universidad de Sevilla,208,FALSE,0
425,Akademiai Kiado Zrt.,205,TRUE,0
5351,Ediciones Universidad de Salamanca,203,FALSE,0
5969,University of Zadar,202,FALSE,0
27616,University of Exeter Press,202,FALSE,0
16235,Institute of Slavic Studies of the Russian Academy of Sciences,197,FALSE,0
22561,Editora Itacaiunas,196,FALSE,0
35474,Letra Capital Editora,195,FALSE,0
10370,Universidad Autonoma Metropolitana,193,FALSE,0
51361,Editora Revista Domínio Científico,190,FALSE,0
9191,"Materials Research Forum, LLC",185,FALSE,0
38132,GeniusDesign Marketing Digital e Editora publication,181,FALSE,0
54948,Tirant lo Blanch S.L,181,FALSE,0
31127,University of Bielsko-Biala,180,FALSE,0
55035,Swami Vivekananda University,177,FALSE,0
17931,MWV Medizinisch Wissenschaftliche Verlagsgesellschaft mbH and Co. KG,176,FALSE,0
21421,"Pacific Geographical Institute Far-Eastern Branch, Russian Academy of Sciences",175,FALSE,0
21771,Santiago de Cali University,174,FALSE,0
5307,National Research and Innovation Agency,173,FALSE,0
9764,Revista Juventude e Politicas Publicas,169,FALSE,0
7431,Scientific and Practical Reviewed Journal Pulmonology,168,FALSE,0
12137,Universidade do Estado do Mato Grosso - UNEMAT,168,TRUE,0
31027,The Art Institute of Chicago,168,FALSE,0
9208,"Universidade do Porto, Faculdade de Letras",167,FALSE,0
844,American Public Health Association,165,FALSE,0
23726,Marcial Pons Ediciones,165,FALSE,0
49913,Mérida Publishers,165,FALSE,0
30663,International Academic Publishing House,164,FALSE,0
47669,Presses Universitaires Indianocéaniques,164,FALSE,0
24095,WTM-Verlag,163,FALSE,0
230,American Psychiatric Association Publishing,161,TRUE,0
20202,Shanlax International Journals,161,FALSE,0
3319,UPF Editora,157,FALSE,0
6601,Stockholm University Press,157,TRUE,0
49099,Österreichischer Verein für Kraftfahrzeugtechnik,157,FALSE,0
28892,DP Express-obyava,156,FALSE,0
53891,University of Johannesburg Press (OA),153,FALSE,0
11725,Budapesti Gazdasági Egyetem,152,FALSE,0
3742,Sociedade Brasileira de Computacao - SB,151,FALSE,0
21203,Exon Publications,151,FALSE,0
34096,American Registry of Pathology,151,FALSE,0
50109,ThinkPlus Pharma Publications,151,FALSE,0
53741,Anovo Slavic-Greek-Latin Academy,150,FALSE,0
38950,"Sakarya University, Scientific Publications Coordinatorship",149,FALSE,0
25237,Instituto de Pesquisa Economica Aplicada - IPEA,148,FALSE,0
7994,Poznań University of Economics and Business,147,TRUE,0
19881,Poltava V.G.Korolenko National Pedagogical University,146,FALSE,0
34137,Paulo Martins Servicos Editoriais e Comercio de Livros Ltda,146,FALSE,0
1387,American Institute of Aeronautics and Astronautics (AIAA),144,TRUE,0
12398,FSBEO HPE Moscow State University of Railway Engineering (MIIT),141,FALSE,0
