member,dois,has_funder_name,has_funder_fundref,has_funder_asserted_publisher,has_funder_asserted_crossref,pc_has_funder_name,pc_has_funder_fundref,pc_has_funder_asserted_publisher,pc_has_funder_asserted_crossref
8857,155,0,0,0,0,0.0,0.0,0.0,0.0
29477,155,0,0,0,0,0.0,0.0,0.0,0.0
22226,155,0,0,0,0,0.0,0.0,0.0,0.0
19375,155,0,0,0,0,0.0,0.0,0.0,0.0
11957,155,0,0,0,0,0.0,0.0,0.0,0.0
21498,155,0,0,0,0,0.0,0.0,0.0,0.0
9798,155,0,0,0,0,0.0,0.0,0.0,0.0
27851,155,0,0,0,0,0.0,0.0,0.0,0.0
11061,155,0,0,0,0,0.0,0.0,0.0,0.0
19185,155,0,0,0,0,0.0,0.0,0.0,0.0
26917,155,0,0,0,0,0.0,0.0,0.0,0.0
16911,155,0,0,0,0,0.0,0.0,0.0,0.0
19492,155,0,0,0,0,0.0,0.0,0.0,0.0
31364,155,0,0,0,0,0.0,0.0,0.0,0.0
11577,154,0,0,0,0,0.0,0.0,0.0,0.0
6079,154,0,0,0,0,0.0,0.0,0.0,0.0
5058,154,0,0,0,0,0.0,0.0,0.0,0.0
20102,154,0,0,0,0,0.0,0.0,0.0,0.0
10331,154,0,0,0,0,0.0,0.0,0.0,0.0
4467,154,97,93,90,15,63.0,60.4,58.4,9.7
24870,154,0,0,0,0,0.0,0.0,0.0,0.0
12275,154,1,1,1,0,0.6,0.6,0.6,0.0
11900,154,0,0,0,0,0.0,0.0,0.0,0.0
31493,154,0,0,0,0,0.0,0.0,0.0,0.0
16862,154,0,0,0,0,0.0,0.0,0.0,0.0
9873,154,0,0,0,0,0.0,0.0,0.0,0.0
349,154,0,0,0,0,0.0,0.0,0.0,0.0
26861,154,0,0,0,0,0.0,0.0,0.0,0.0
7914,154,0,0,0,0,0.0,0.0,0.0,0.0
12343,154,0,0,0,0,0.0,0.0,0.0,0.0
11560,154,0,0,0,0,0.0,0.0,0.0,0.0
19823,153,0,0,0,0,0.0,0.0,0.0,0.0
11129,153,0,0,0,0,0.0,0.0,0.0,0.0
30321,153,0,0,0,0,0.0,0.0,0.0,0.0
26179,153,0,0,0,0,0.0,0.0,0.0,0.0
24522,153,0,0,0,0,0.0,0.0,0.0,0.0
12550,153,0,0,0,0,0.0,0.0,0.0,0.0
31852,153,0,0,0,0,0.0,0.0,0.0,0.0
10012,153,0,0,0,0,0.0,0.0,0.0,0.0
20491,153,0,0,0,0,0.0,0.0,0.0,0.0
6998,153,0,0,0,0,0.0,0.0,0.0,0.0
3382,153,1,1,1,0,0.7,0.7,0.7,0.0
25876,153,0,0,0,0,0.0,0.0,0.0,0.0
23402,153,0,0,0,0,0.0,0.0,0.0,0.0
29660,153,0,0,0,0,0.0,0.0,0.0,0.0
23616,153,0,0,0,0,0.0,0.0,0.0,0.0
7319,153,0,0,0,0,0.0,0.0,0.0,0.0
19584,153,0,0,0,0,0.0,0.0,0.0,0.0
30113,153,0,0,0,0,0.0,0.0,0.0,0.0
17915,153,0,0,0,0,0.0,0.0,0.0,0.0
17322,153,0,0,0,0,0.0,0.0,0.0,0.0
6348,153,0,0,0,0,0.0,0.0,0.0,0.0
7775,152,0,0,0,0,0.0,0.0,0.0,0.0
7856,152,0,0,0,0,0.0,0.0,0.0,0.0
4906,152,43,39,32,8,28.3,25.7,21.1,5.3
19742,152,0,0,0,0,0.0,0.0,0.0,0.0
22936,152,0,0,0,0,0.0,0.0,0.0,0.0
6015,152,0,0,0,0,0.0,0.0,0.0,0.0
16264,152,0,0,0,0,0.0,0.0,0.0,0.0
30569,152,0,0,0,0,0.0,0.0,0.0,0.0
11472,152,0,0,0,0,0.0,0.0,0.0,0.0
21166,152,0,0,0,0,0.0,0.0,0.0,0.0
5826,152,1,1,1,0,0.7,0.7,0.7,0.0
16020,152,0,0,0,0,0.0,0.0,0.0,0.0
10224,152,0,0,0,0,0.0,0.0,0.0,0.0
18820,152,0,0,0,0,0.0,0.0,0.0,0.0
25092,152,0,0,0,0,0.0,0.0,0.0,0.0
12340,152,2,2,2,0,1.3,1.3,1.3,0.0
8784,152,10,8,8,0,6.6,5.3,5.3,0.0
6676,152,0,0,0,0,0.0,0.0,0.0,0.0
9594,152,0,0,0,0,0.0,0.0,0.0,0.0
16353,152,0,0,0,0,0.0,0.0,0.0,0.0
24834,151,0,0,0,0,0.0,0.0,0.0,0.0
28450,151,0,0,0,0,0.0,0.0,0.0,0.0
3064,151,18,17,16,1,11.9,11.3,10.6,0.7
17607,151,0,0,0,0,0.0,0.0,0.0,0.0
6604,151,0,0,0,0,0.0,0.0,0.0,0.0
16365,151,0,0,0,0,0.0,0.0,0.0,0.0
8070,151,0,0,0,0,0.0,0.0,0.0,0.0
29292,151,0,0,0,0,0.0,0.0,0.0,0.0
7723,151,0,0,0,0,0.0,0.0,0.0,0.0
7893,151,0,0,0,0,0.0,0.0,0.0,0.0
9570,151,0,0,0,0,0.0,0.0,0.0,0.0
32908,151,0,0,0,0,0.0,0.0,0.0,0.0
5137,151,52,46,46,1,34.4,30.5,30.5,0.7
20283,151,0,0,0,0,0.0,0.0,0.0,0.0
25866,151,0,0,0,0,0.0,0.0,0.0,0.0
4295,151,0,0,0,0,0.0,0.0,0.0,0.0
17425,151,0,0,0,0,0.0,0.0,0.0,0.0
7916,151,0,0,0,0,0.0,0.0,0.0,0.0
11366,151,0,0,0,0,0.0,0.0,0.0,0.0
6340,151,0,0,0,0,0.0,0.0,0.0,0.0
4649,151,0,0,0,0,0.0,0.0,0.0,0.0
26914,151,0,0,0,0,0.0,0.0,0.0,0.0
8823,151,0,0,0,0,0.0,0.0,0.0,0.0
24967,151,0,0,0,0,0.0,0.0,0.0,0.0
10953,150,0,0,0,0,0.0,0.0,0.0,0.0
23660,150,0,0,0,0,0.0,0.0,0.0,0.0
7124,150,0,0,0,0,0.0,0.0,0.0,0.0
27784,150,0,0,0,0,0.0,0.0,0.0,0.0
5587,150,0,0,0,0,0.0,0.0,0.0,0.0
6063,150,0,0,0,0,0.0,0.0,0.0,0.0
7262,150,0,0,0,0,0.0,0.0,0.0,0.0
2771,150,15,11,11,0,10.0,7.3,7.3,0.0
28478,150,0,0,0,0,0.0,0.0,0.0,0.0
25512,150,0,0,0,0,0.0,0.0,0.0,0.0
16383,150,6,5,5,0,4.0,3.3,3.3,0.0
10047,150,0,0,0,0,0.0,0.0,0.0,0.0
2490,150,0,0,0,0,0.0,0.0,0.0,0.0
32621,150,0,0,0,0,0.0,0.0,0.0,0.0
11731,150,0,0,0,0,0.0,0.0,0.0,0.0
25033,150,0,0,0,0,0.0,0.0,0.0,0.0
19487,150,0,0,0,0,0.0,0.0,0.0,0.0
7443,150,0,0,0,0,0.0,0.0,0.0,0.0
7584,150,0,0,0,0,0.0,0.0,0.0,0.0
20814,150,0,0,0,0,0.0,0.0,0.0,0.0
21052,150,0,0,0,0,0.0,0.0,0.0,0.0
4270,150,134,129,128,2,89.3,86.0,85.3,1.3
11091,150,0,0,0,0,0.0,0.0,0.0,0.0
269,150,0,0,0,0,0.0,0.0,0.0,0.0
17365,150,0,0,0,0,0.0,0.0,0.0,0.0
32672,149,0,0,0,0,0.0,0.0,0.0,0.0
1741,149,0,0,0,0,0.0,0.0,0.0,0.0
4404,149,0,0,0,0,0.0,0.0,0.0,0.0
2824,149,0,0,0,0,0.0,0.0,0.0,0.0
17268,149,0,0,0,0,0.0,0.0,0.0,0.0
10940,149,0,0,0,0,0.0,0.0,0.0,0.0
2350,149,36,31,26,5,24.2,20.8,17.4,3.4
3868,149,78,62,60,2,52.3,41.6,40.3,1.3
18053,149,0,0,0,0,0.0,0.0,0.0,0.0
8021,149,0,0,0,0,0.0,0.0,0.0,0.0
19821,149,0,0,0,0,0.0,0.0,0.0,0.0
10130,149,0,0,0,0,0.0,0.0,0.0,0.0
16352,149,0,0,0,0,0.0,0.0,0.0,0.0
7988,149,0,0,0,0,0.0,0.0,0.0,0.0
19186,149,0,0,0,0,0.0,0.0,0.0,0.0
3130,149,0,0,0,0,0.0,0.0,0.0,0.0
11006,149,0,0,0,0,0.0,0.0,0.0,0.0
4195,149,0,0,0,0,0.0,0.0,0.0,0.0
12435,149,0,0,0,0,0.0,0.0,0.0,0.0
8257,149,0,0,0,0,0.0,0.0,0.0,0.0
27708,149,0,0,0,0,0.0,0.0,0.0,0.0
16073,149,0,0,0,0,0.0,0.0,0.0,0.0
17272,149,0,0,0,0,0.0,0.0,0.0,0.0
19542,149,0,0,0,0,0.0,0.0,0.0,0.0
21088,149,0,0,0,0,0.0,0.0,0.0,0.0
26235,149,0,0,0,0,0.0,0.0,0.0,0.0
16605,148,0,0,0,0,0.0,0.0,0.0,0.0
24531,148,0,0,0,0,0.0,0.0,0.0,0.0
4182,148,17,17,15,2,11.5,11.5,10.1,1.4
26541,148,0,0,0,0,0.0,0.0,0.0,0.0
5659,148,0,0,0,0,0.0,0.0,0.0,0.0
9931,148,0,0,0,0,0.0,0.0,0.0,0.0
19454,148,0,0,0,0,0.0,0.0,0.0,0.0
17702,148,0,0,0,0,0.0,0.0,0.0,0.0
20015,148,47,47,47,0,31.8,31.8,31.8,0.0
17207,148,0,0,0,0,0.0,0.0,0.0,0.0
20255,148,0,0,0,0,0.0,0.0,0.0,0.0
18426,148,0,0,0,0,0.0,0.0,0.0,0.0
29554,148,0,0,0,0,0.0,0.0,0.0,0.0
12059,148,0,0,0,0,0.0,0.0,0.0,0.0
10116,148,0,0,0,0,0.0,0.0,0.0,0.0
26504,148,11,11,11,0,7.4,7.4,7.4,0.0
8458,148,0,0,0,0,0.0,0.0,0.0,0.0
8461,148,0,0,0,0,0.0,0.0,0.0,0.0
26544,148,0,0,0,0,0.0,0.0,0.0,0.0
7664,148,0,0,0,0,0.0,0.0,0.0,0.0
19667,148,0,0,0,0,0.0,0.0,0.0,0.0
19874,148,0,0,0,0,0.0,0.0,0.0,0.0
5891,148,0,0,0,0,0.0,0.0,0.0,0.0
17901,148,0,0,0,0,0.0,0.0,0.0,0.0
27569,148,0,0,0,0,0.0,0.0,0.0,0.0
9395,148,0,0,0,0,0.0,0.0,0.0,0.0
19463,148,0,0,0,0,0.0,0.0,0.0,0.0
6065,148,0,0,0,0,0.0,0.0,0.0,0.0
20868,148,0,0,0,0,0.0,0.0,0.0,0.0
22244,147,0,0,0,0,0.0,0.0,0.0,0.0
4696,147,0,0,0,0,0.0,0.0,0.0,0.0
23128,147,0,0,0,0,0.0,0.0,0.0,0.0
2396,147,0,0,0,0,0.0,0.0,0.0,0.0
29542,147,0,0,0,0,0.0,0.0,0.0,0.0
11589,147,0,0,0,0,0.0,0.0,0.0,0.0
16978,147,0,0,0,0,0.0,0.0,0.0,0.0
4220,147,0,0,0,0,0.0,0.0,0.0,0.0
9620,147,0,0,0,0,0.0,0.0,0.0,0.0
23200,147,0,0,0,0,0.0,0.0,0.0,0.0
10720,147,0,0,0,0,0.0,0.0,0.0,0.0
28418,147,0,0,0,0,0.0,0.0,0.0,0.0
3054,147,41,34,30,4,27.9,23.1,20.4,2.7
9025,147,0,0,0,0,0.0,0.0,0.0,0.0
22203,147,0,0,0,0,0.0,0.0,0.0,0.0
5553,147,3,3,3,0,2.0,2.0,2.0,0.0
7652,147,0,0,0,0,0.0,0.0,0.0,0.0
23587,147,0,0,0,0,0.0,0.0,0.0,0.0
5896,147,0,0,0,0,0.0,0.0,0.0,0.0
12273,147,0,0,0,0,0.0,0.0,0.0,0.0
10198,147,0,0,0,0,0.0,0.0,0.0,0.0
24886,147,0,0,0,0,0.0,0.0,0.0,0.0
11631,147,0,0,0,0,0.0,0.0,0.0,0.0
15996,146,0,0,0,0,0.0,0.0,0.0,0.0
6332,146,0,0,0,0,0.0,0.0,0.0,0.0
26883,146,0,0,0,0,0.0,0.0,0.0,0.0
26816,146,0,0,0,0,0.0,0.0,0.0,0.0
18627,146,0,0,0,0,0.0,0.0,0.0,0.0
11991,146,0,0,0,0,0.0,0.0,0.0,0.0
9548,146,0,0,0,0,0.0,0.0,0.0,0.0
18996,146,0,0,0,0,0.0,0.0,0.0,0.0
14883,146,0,0,0,0,0.0,0.0,0.0,0.0
6344,146,0,0,0,0,0.0,0.0,0.0,0.0
8652,146,0,0,0,0,0.0,0.0,0.0,0.0
18616,146,2,2,2,0,1.4,1.4,1.4,0.0
17057,146,0,0,0,0,0.0,0.0,0.0,0.0
3166,146,61,54,48,7,41.8,37.0,32.9,4.8
20204,146,0,0,0,0,0.0,0.0,0.0,0.0
18202,146,0,0,0,0,0.0,0.0,0.0,0.0
5349,146,0,0,0,0,0.0,0.0,0.0,0.0
21375,146,0,0,0,0,0.0,0.0,0.0,0.0
7519,146,0,0,0,0,0.0,0.0,0.0,0.0
25947,146,0,0,0,0,0.0,0.0,0.0,0.0
31597,146,0,0,0,0,0.0,0.0,0.0,0.0
24616,146,0,0,0,0,0.0,0.0,0.0,0.0
17246,146,0,0,0,0,0.0,0.0,0.0,0.0
20312,145,0,0,0,0,0.0,0.0,0.0,0.0
16074,145,0,0,0,0,0.0,0.0,0.0,0.0
538,145,0,0,0,0,0.0,0.0,0.0,0.0
12308,145,0,0,0,0,0.0,0.0,0.0,0.0
1518,145,0,0,0,0,0.0,0.0,0.0,0.0
11536,145,0,0,0,0,0.0,0.0,0.0,0.0
19121,145,0,0,0,0,0.0,0.0,0.0,0.0
3992,145,0,0,0,0,0.0,0.0,0.0,0.0
11556,145,0,0,0,0,0.0,0.0,0.0,0.0
2988,145,21,15,14,1,14.5,10.3,9.7,0.7
11067,145,0,0,0,0,0.0,0.0,0.0,0.0
33836,145,0,0,0,0,0.0,0.0,0.0,0.0
11485,145,0,0,0,0,0.0,0.0,0.0,0.0
21669,145,0,0,0,0,0.0,0.0,0.0,0.0
11640,145,0,0,0,0,0.0,0.0,0.0,0.0
26089,145,1,1,1,0,0.7,0.7,0.7,0.0
9564,145,0,0,0,0,0.0,0.0,0.0,0.0
5432,145,0,0,0,0,0.0,0.0,0.0,0.0
23475,145,0,0,0,0,0.0,0.0,0.0,0.0
2687,145,0,0,0,0,0.0,0.0,0.0,0.0
24940,145,0,0,0,0,0.0,0.0,0.0,0.0
3307,145,0,0,0,0,0.0,0.0,0.0,0.0
739,145,0,0,0,0,0.0,0.0,0.0,0.0
7281,145,0,0,0,0,0.0,0.0,0.0,0.0
5127,145,0,0,0,0,0.0,0.0,0.0,0.0
5063,145,0,0,0,0,0.0,0.0,0.0,0.0
12097,145,0,0,0,0,0.0,0.0,0.0,0.0
10372,145,0,0,0,0,0.0,0.0,0.0,0.0
26715,145,0,0,0,0,0.0,0.0,0.0,0.0
22632,145,0,0,0,0,0.0,0.0,0.0,0.0
18789,145,0,0,0,0,0.0,0.0,0.0,0.0
25613,144,0,0,0,0,0.0,0.0,0.0,0.0
12392,144,0,0,0,0,0.0,0.0,0.0,0.0
19364,144,0,0,0,0,0.0,0.0,0.0,0.0
12139,144,0,0,0,0,0.0,0.0,0.0,0.0
20656,144,0,0,0,0,0.0,0.0,0.0,0.0
925,144,0,0,0,0,0.0,0.0,0.0,0.0
26839,144,0,0,0,0,0.0,0.0,0.0,0.0
28025,144,0,0,0,0,0.0,0.0,0.0,0.0
6555,144,0,0,0,0,0.0,0.0,0.0,0.0
8850,144,0,0,0,0,0.0,0.0,0.0,0.0
3564,144,0,0,0,0,0.0,0.0,0.0,0.0
21475,144,0,0,0,0,0.0,0.0,0.0,0.0
6530,144,0,0,0,0,0.0,0.0,0.0,0.0
29275,144,0,0,0,0,0.0,0.0,0.0,0.0
9153,144,0,0,0,0,0.0,0.0,0.0,0.0
29509,144,0,0,0,0,0.0,0.0,0.0,0.0
11696,144,0,0,0,0,0.0,0.0,0.0,0.0
4495,144,0,0,0,0,0.0,0.0,0.0,0.0
27296,144,0,0,0,0,0.0,0.0,0.0,0.0
10446,144,0,0,0,0,0.0,0.0,0.0,0.0
3377,144,0,0,0,0,0.0,0.0,0.0,0.0
25928,144,0,0,0,0,0.0,0.0,0.0,0.0
3168,144,35,30,28,5,24.3,20.8,19.4,3.5
17092,144,0,0,0,0,0.0,0.0,0.0,0.0
22491,144,0,0,0,0,0.0,0.0,0.0,0.0
4234,144,0,0,0,0,0.0,0.0,0.0,0.0
32185,144,0,0,0,0,0.0,0.0,0.0,0.0
16499,144,0,0,0,0,0.0,0.0,0.0,0.0
16904,143,0,0,0,0,0.0,0.0,0.0,0.0
3149,143,0,0,0,0,0.0,0.0,0.0,0.0
27679,143,0,0,0,0,0.0,0.0,0.0,0.0
5804,143,0,0,0,0,0.0,0.0,0.0,0.0
26241,143,0,0,0,0,0.0,0.0,0.0,0.0
9121,143,0,0,0,0,0.0,0.0,0.0,0.0
21495,143,0,0,0,0,0.0,0.0,0.0,0.0
11649,143,0,0,0,0,0.0,0.0,0.0,0.0
6953,143,0,0,0,0,0.0,0.0,0.0,0.0
19466,143,0,0,0,0,0.0,0.0,0.0,0.0
7110,143,0,0,0,0,0.0,0.0,0.0,0.0
11940,143,0,0,0,0,0.0,0.0,0.0,0.0
11260,143,0,0,0,0,0.0,0.0,0.0,0.0
4669,143,79,76,74,2,55.2,53.1,51.7,1.4
11236,143,0,0,0,0,0.0,0.0,0.0,0.0
8281,143,0,0,0,0,0.0,0.0,0.0,0.0
17374,143,0,0,0,0,0.0,0.0,0.0,0.0
4044,143,0,0,0,0,0.0,0.0,0.0,0.0
21106,143,0,0,0,0,0.0,0.0,0.0,0.0
11554,143,0,0,0,0,0.0,0.0,0.0,0.0
3812,143,77,71,69,3,53.8,49.7,48.3,2.1
4729,143,33,27,26,1,23.1,18.9,18.2,0.7
11905,143,0,0,0,0,0.0,0.0,0.0,0.0
7372,143,0,0,0,0,0.0,0.0,0.0,0.0
10150,143,0,0,0,0,0.0,0.0,0.0,0.0
17778,143,11,11,11,0,7.7,7.7,7.7,0.0
1378,143,0,0,0,0,0.0,0.0,0.0,0.0
7422,143,0,0,0,0,0.0,0.0,0.0,0.0
11553,142,3,2,2,0,2.1,1.4,1.4,0.0
17957,142,0,0,0,0,0.0,0.0,0.0,0.0
8551,142,0,0,0,0,0.0,0.0,0.0,0.0
17771,142,0,0,0,0,0.0,0.0,0.0,0.0
29015,142,0,0,0,0,0.0,0.0,0.0,0.0
22978,142,2,2,2,0,1.4,1.4,1.4,0.0
8901,142,6,6,6,0,4.2,4.2,4.2,0.0
28437,142,0,0,0,0,0.0,0.0,0.0,0.0
19838,142,0,0,0,0,0.0,0.0,0.0,0.0
9272,142,0,0,0,0,0.0,0.0,0.0,0.0
19509,142,0,0,0,0,0.0,0.0,0.0,0.0
3229,142,0,0,0,0,0.0,0.0,0.0,0.0
11929,142,1,1,1,0,0.7,0.7,0.7,0.0
29020,142,0,0,0,0,0.0,0.0,0.0,0.0
8754,142,0,0,0,0,0.0,0.0,0.0,0.0
9366,142,0,0,0,0,0.0,0.0,0.0,0.0
10004,142,0,0,0,0,0.0,0.0,0.0,0.0
17232,142,0,0,0,0,0.0,0.0,0.0,0.0
3787,142,80,78,78,1,56.3,54.9,54.9,0.7
3685,142,0,0,0,0,0.0,0.0,0.0,0.0
14981,142,0,0,0,0,0.0,0.0,0.0,0.0
30205,142,0,0,0,0,0.0,0.0,0.0,0.0
9606,142,0,0,0,0,0.0,0.0,0.0,0.0
30620,142,0,0,0,0,0.0,0.0,0.0,0.0
18957,142,0,0,0,0,0.0,0.0,0.0,0.0
18878,142,0,0,0,0,0.0,0.0,0.0,0.0
4879,142,0,0,0,0,0.0,0.0,0.0,0.0
25060,142,0,0,0,0,0.0,0.0,0.0,0.0
18991,142,0,0,0,0,0.0,0.0,0.0,0.0
21046,142,0,0,0,0,0.0,0.0,0.0,0.0
21892,142,0,0,0,0,0.0,0.0,0.0,0.0
16197,141,0,0,0,0,0.0,0.0,0.0,0.0
2957,141,97,83,83,0,68.8,58.9,58.9,0.0
8964,141,0,0,0,0,0.0,0.0,0.0,0.0
5464,141,0,0,0,0,0.0,0.0,0.0,0.0
2611,141,32,21,20,1,22.7,14.9,14.2,0.7
20710,141,0,0,0,0,0.0,0.0,0.0,0.0
2961,141,0,0,0,0,0.0,0.0,0.0,0.0
15935,141,0,0,0,0,0.0,0.0,0.0,0.0
15944,141,0,0,0,0,0.0,0.0,0.0,0.0
6605,141,0,0,0,0,0.0,0.0,0.0,0.0
5008,141,0,0,0,0,0.0,0.0,0.0,0.0
16003,141,0,0,0,0,0.0,0.0,0.0,0.0
25793,141,0,0,0,0,0.0,0.0,0.0,0.0
21499,141,0,0,0,0,0.0,0.0,0.0,0.0
7745,141,0,0,0,0,0.0,0.0,0.0,0.0
7029,141,15,15,14,1,10.6,10.6,9.9,0.7
12328,141,0,0,0,0,0.0,0.0,0.0,0.0
5931,141,0,0,0,0,0.0,0.0,0.0,0.0
28424,141,0,0,0,0,0.0,0.0,0.0,0.0
17127,141,0,0,0,0,0.0,0.0,0.0,0.0
8291,141,0,0,0,0,0.0,0.0,0.0,0.0
17327,141,0,0,0,0,0.0,0.0,0.0,0.0
2180,141,0,0,0,0,0.0,0.0,0.0,0.0
19882,141,0,0,0,0,0.0,0.0,0.0,0.0
8999,141,0,0,0,0,0.0,0.0,0.0,0.0
27248,141,0,0,0,0,0.0,0.0,0.0,0.0
30621,141,0,0,0,0,0.0,0.0,0.0,0.0
22130,141,0,0,0,0,0.0,0.0,0.0,0.0
22916,141,0,0,0,0,0.0,0.0,0.0,0.0
30518,141,15,15,14,1,10.6,10.6,9.9,0.7
4206,141,0,0,0,0,0.0,0.0,0.0,0.0
21922,141,0,0,0,0,0.0,0.0,0.0,0.0
7492,140,0,0,0,0,0.0,0.0,0.0,0.0
3895,140,0,0,0,0,0.0,0.0,0.0,0.0
3947,140,64,60,59,1,45.7,42.9,42.1,0.7
29812,140,0,0,0,0,0.0,0.0,0.0,0.0
21884,140,0,0,0,0,0.0,0.0,0.0,0.0
5246,140,56,53,47,6,40.0,37.9,33.6,4.3
8334,140,0,0,0,0,0.0,0.0,0.0,0.0
12252,140,0,0,0,0,0.0,0.0,0.0,0.0
24678,140,0,0,0,0,0.0,0.0,0.0,0.0
12293,140,0,0,0,0,0.0,0.0,0.0,0.0
29607,140,0,0,0,0,0.0,0.0,0.0,0.0
18525,140,0,0,0,0,0.0,0.0,0.0,0.0
22276,140,0,0,0,0,0.0,0.0,0.0,0.0
5541,140,0,0,0,0,0.0,0.0,0.0,0.0
6003,140,0,0,0,0,0.0,0.0,0.0,0.0
7748,140,0,0,0,0,0.0,0.0,0.0,0.0
5122,140,85,80,79,2,60.7,57.1,56.4,1.4
26730,140,0,0,0,0,0.0,0.0,0.0,0.0
28965,140,0,0,0,0,0.0,0.0,0.0,0.0
23523,140,0,0,0,0,0.0,0.0,0.0,0.0
17873,139,0,0,0,0,0.0,0.0,0.0,0.0
20483,139,0,0,0,0,0.0,0.0,0.0,0.0
4107,139,0,0,0,0,0.0,0.0,0.0,0.0
21055,139,0,0,0,0,0.0,0.0,0.0,0.0
6220,139,0,0,0,0,0.0,0.0,0.0,0.0
7465,139,0,0,0,0,0.0,0.0,0.0,0.0
19827,139,0,0,0,0,0.0,0.0,0.0,0.0
5639,139,0,0,0,0,0.0,0.0,0.0,0.0
11973,139,0,0,0,0,0.0,0.0,0.0,0.0
20759,139,0,0,0,0,0.0,0.0,0.0,0.0
3468,139,0,0,0,0,0.0,0.0,0.0,0.0
8505,139,0,0,0,0,0.0,0.0,0.0,0.0
23356,139,0,0,0,0,0.0,0.0,0.0,0.0
16584,139,0,0,0,0,0.0,0.0,0.0,0.0
21004,139,0,0,0,0,0.0,0.0,0.0,0.0
4896,139,73,68,60,10,52.5,48.9,43.2,7.2
25896,139,0,0,0,0,0.0,0.0,0.0,0.0
4899,139,0,0,0,0,0.0,0.0,0.0,0.0
1548,139,0,0,0,0,0.0,0.0,0.0,0.0
33571,139,0,0,0,0,0.0,0.0,0.0,0.0
9500,139,0,0,0,0,0.0,0.0,0.0,0.0
8397,139,0,0,0,0,0.0,0.0,0.0,0.0
5833,139,42,38,36,3,30.2,27.3,25.9,2.2
3122,139,0,0,0,0,0.0,0.0,0.0,0.0
10739,138,0,0,0,0,0.0,0.0,0.0,0.0
11617,138,0,0,0,0,0.0,0.0,0.0,0.0
1222,138,0,0,0,0,0.0,0.0,0.0,0.0
24914,138,0,0,0,0,0.0,0.0,0.0,0.0
10836,138,0,0,0,0,0.0,0.0,0.0,0.0
9814,138,0,0,0,0,0.0,0.0,0.0,0.0
18940,138,0,0,0,0,0.0,0.0,0.0,0.0
22386,138,0,0,0,0,0.0,0.0,0.0,0.0
26340,138,0,0,0,0,0.0,0.0,0.0,0.0
5206,138,0,0,0,0,0.0,0.0,0.0,0.0
29228,138,0,0,0,0,0.0,0.0,0.0,0.0
21539,138,0,0,0,0,0.0,0.0,0.0,0.0
8723,137,0,0,0,0,0.0,0.0,0.0,0.0
1529,137,0,0,0,0,0.0,0.0,0.0,0.0
26700,137,0,0,0,0,0.0,0.0,0.0,0.0
8520,137,0,0,0,0,0.0,0.0,0.0,0.0
23182,137,2,2,2,0,1.5,1.5,1.5,0.0
20422,137,0,0,0,0,0.0,0.0,0.0,0.0
23964,137,0,0,0,0,0.0,0.0,0.0,0.0
19828,137,0,0,0,0,0.0,0.0,0.0,0.0
18520,137,0,0,0,0,0.0,0.0,0.0,0.0
1162,137,0,0,0,0,0.0,0.0,0.0,0.0
16072,137,0,0,0,0,0.0,0.0,0.0,0.0
8732,137,0,0,0,0,0.0,0.0,0.0,0.0
7982,137,0,0,0,0,0.0,0.0,0.0,0.0
22929,137,6,6,6,0,4.4,4.4,4.4,0.0
30185,137,0,0,0,0,0.0,0.0,0.0,0.0
28284,137,0,0,0,0,0.0,0.0,0.0,0.0
19163,137,49,5,5,0,35.8,3.6,3.6,0.0
9123,137,0,0,0,0,0.0,0.0,0.0,0.0
16899,137,0,0,0,0,0.0,0.0,0.0,0.0
11572,137,0,0,0,0,0.0,0.0,0.0,0.0
18837,137,0,0,0,0,0.0,0.0,0.0,0.0
24840,137,0,0,0,0,0.0,0.0,0.0,0.0
27349,137,0,0,0,0,0.0,0.0,0.0,0.0
8673,137,0,0,0,0,0.0,0.0,0.0,0.0
24937,137,0,0,0,0,0.0,0.0,0.0,0.0
7023,137,0,0,0,0,0.0,0.0,0.0,0.0
26718,137,0,0,0,0,0.0,0.0,0.0,0.0
5149,137,0,0,0,0,0.0,0.0,0.0,0.0
4883,137,0,0,0,0,0.0,0.0,0.0,0.0
17170,136,0,0,0,0,0.0,0.0,0.0,0.0
32520,136,0,0,0,0,0.0,0.0,0.0,0.0
28082,136,1,1,1,0,0.7,0.7,0.7,0.0
11240,136,0,0,0,0,0.0,0.0,0.0,0.0
11695,136,0,0,0,0,0.0,0.0,0.0,0.0
6636,136,0,0,0,0,0.0,0.0,0.0,0.0
8263,136,0,0,0,0,0.0,0.0,0.0,0.0
24909,136,0,0,0,0,0.0,0.0,0.0,0.0
17936,136,0,0,0,0,0.0,0.0,0.0,0.0
28598,136,0,0,0,0,0.0,0.0,0.0,0.0
9608,136,0,0,0,0,0.0,0.0,0.0,0.0
17103,136,0,0,0,0,0.0,0.0,0.0,0.0
18572,136,0,0,0,0,0.0,0.0,0.0,0.0
17398,136,0,0,0,0,0.0,0.0,0.0,0.0
20715,136,0,0,0,0,0.0,0.0,0.0,0.0
19513,136,0,0,0,0,0.0,0.0,0.0,0.0
526,136,0,0,0,0,0.0,0.0,0.0,0.0
25658,136,0,0,0,0,0.0,0.0,0.0,0.0
2179,136,0,0,0,0,0.0,0.0,0.0,0.0
33684,136,0,0,0,0,0.0,0.0,0.0,0.0
2213,136,0,0,0,0,0.0,0.0,0.0,0.0
7727,136,0,0,0,0,0.0,0.0,0.0,0.0
