member,dois,has_funder_name,has_funder_fundref,has_funder_asserted_publisher,has_funder_asserted_crossref,pc_has_funder_name,pc_has_funder_fundref,pc_has_funder_asserted_publisher,pc_has_funder_asserted_crossref
24639,65,0,0,0,0,0.0,0.0,0.0,0.0
7297,65,0,0,0,0,0.0,0.0,0.0,0.0
6508,64,0,0,0,0,0.0,0.0,0.0,0.0
18632,64,0,0,0,0,0.0,0.0,0.0,0.0
10527,64,0,0,0,0,0.0,0.0,0.0,0.0
27315,64,0,0,0,0,0.0,0.0,0.0,0.0
32894,64,0,0,0,0,0.0,0.0,0.0,0.0
29448,64,0,0,0,0,0.0,0.0,0.0,0.0
31705,64,0,0,0,0,0.0,0.0,0.0,0.0
16989,64,0,0,0,0,0.0,0.0,0.0,0.0
19528,64,0,0,0,0,0.0,0.0,0.0,0.0
9035,64,0,0,0,0,0.0,0.0,0.0,0.0
33523,64,0,0,0,0,0.0,0.0,0.0,0.0
8938,64,0,0,0,0,0.0,0.0,0.0,0.0
12167,64,0,0,0,0,0.0,0.0,0.0,0.0
5979,64,0,0,0,0,0.0,0.0,0.0,0.0
8290,64,0,0,0,0,0.0,0.0,0.0,0.0
22651,64,0,0,0,0,0.0,0.0,0.0,0.0
18296,64,0,0,0,0,0.0,0.0,0.0,0.0
17254,64,0,0,0,0,0.0,0.0,0.0,0.0
6426,64,8,7,6,1,12.5,10.9,9.4,1.6
22780,64,0,0,0,0,0.0,0.0,0.0,0.0
9544,64,0,0,0,0,0.0,0.0,0.0,0.0
11783,64,0,0,0,0,0.0,0.0,0.0,0.0
20117,64,0,0,0,0,0.0,0.0,0.0,0.0
8662,64,0,0,0,0,0.0,0.0,0.0,0.0
21417,64,0,0,0,0,0.0,0.0,0.0,0.0
10403,64,16,16,15,1,25.0,25.0,23.4,1.6
24690,64,0,0,0,0,0.0,0.0,0.0,0.0
26625,64,0,0,0,0,0.0,0.0,0.0,0.0
20763,64,0,0,0,0,0.0,0.0,0.0,0.0
4734,64,0,0,0,0,0.0,0.0,0.0,0.0
21880,64,0,0,0,0,0.0,0.0,0.0,0.0
7971,64,0,0,0,0,0.0,0.0,0.0,0.0
11494,64,0,0,0,0,0.0,0.0,0.0,0.0
4254,64,0,0,0,0,0.0,0.0,0.0,0.0
12186,64,0,0,0,0,0.0,0.0,0.0,0.0
3129,64,0,0,0,0,0.0,0.0,0.0,0.0
19058,64,0,0,0,0,0.0,0.0,0.0,0.0
3760,64,24,20,18,2,37.5,31.3,28.1,3.1
5065,64,0,0,0,0,0.0,0.0,0.0,0.0
10557,64,0,0,0,0,0.0,0.0,0.0,0.0
8556,64,0,0,0,0,0.0,0.0,0.0,0.0
26205,64,0,0,0,0,0.0,0.0,0.0,0.0
10069,64,0,0,0,0,0.0,0.0,0.0,0.0
3431,64,0,0,0,0,0.0,0.0,0.0,0.0
26586,64,0,0,0,0,0.0,0.0,0.0,0.0
17253,64,0,0,0,0,0.0,0.0,0.0,0.0
7225,64,0,0,0,0,0.0,0.0,0.0,0.0
7184,64,0,0,0,0,0.0,0.0,0.0,0.0
8006,64,13,12,11,1,20.3,18.8,17.2,1.6
32142,64,0,0,0,0,0.0,0.0,0.0,0.0
18314,64,0,0,0,0,0.0,0.0,0.0,0.0
8001,64,0,0,0,0,0.0,0.0,0.0,0.0
26007,64,0,0,0,0,0.0,0.0,0.0,0.0
5908,64,0,0,0,0,0.0,0.0,0.0,0.0
17216,64,0,0,0,0,0.0,0.0,0.0,0.0
19032,64,0,0,0,0,0.0,0.0,0.0,0.0
30129,64,0,0,0,0,0.0,0.0,0.0,0.0
10394,64,0,0,0,0,0.0,0.0,0.0,0.0
24815,64,0,0,0,0,0.0,0.0,0.0,0.0
10507,64,0,0,0,0,0.0,0.0,0.0,0.0
21680,64,0,0,0,0,0.0,0.0,0.0,0.0
18797,64,0,0,0,0,0.0,0.0,0.0,0.0
18938,64,0,0,0,0,0.0,0.0,0.0,0.0
19793,64,0,0,0,0,0.0,0.0,0.0,0.0
11647,64,0,0,0,0,0.0,0.0,0.0,0.0
11424,64,32,32,32,0,50.0,50.0,50.0,0.0
25303,64,0,0,0,0,0.0,0.0,0.0,0.0
5247,64,26,24,24,0,40.6,37.5,37.5,0.0
4762,64,0,0,0,0,0.0,0.0,0.0,0.0
22825,64,0,0,0,0,0.0,0.0,0.0,0.0
17424,64,0,0,0,0,0.0,0.0,0.0,0.0
7438,64,0,0,0,0,0.0,0.0,0.0,0.0
28960,64,0,0,0,0,0.0,0.0,0.0,0.0
3482,64,51,44,44,0,79.7,68.8,68.8,0.0
12233,64,0,0,0,0,0.0,0.0,0.0,0.0
16990,64,0,0,0,0,0.0,0.0,0.0,0.0
9447,64,0,0,0,0,0.0,0.0,0.0,0.0
4612,64,0,0,0,0,0.0,0.0,0.0,0.0
26386,64,0,0,0,0,0.0,0.0,0.0,0.0
25352,64,0,0,0,0,0.0,0.0,0.0,0.0
9997,64,0,0,0,0,0.0,0.0,0.0,0.0
6472,64,0,0,0,0,0.0,0.0,0.0,0.0
7841,64,0,0,0,0,0.0,0.0,0.0,0.0
25992,64,46,46,46,0,71.9,71.9,71.9,0.0
3144,64,7,7,7,0,10.9,10.9,10.9,0.0
17768,64,0,0,0,0,0.0,0.0,0.0,0.0
6983,64,0,0,0,0,0.0,0.0,0.0,0.0
23130,64,0,0,0,0,0.0,0.0,0.0,0.0
11659,64,0,0,0,0,0.0,0.0,0.0,0.0
6932,64,0,0,0,0,0.0,0.0,0.0,0.0
24699,64,0,0,0,0,0.0,0.0,0.0,0.0
10941,64,0,0,0,0,0.0,0.0,0.0,0.0
1215,64,0,0,0,0,0.0,0.0,0.0,0.0
8204,64,0,0,0,0,0.0,0.0,0.0,0.0
23109,64,0,0,0,0,0.0,0.0,0.0,0.0
9852,63,0,0,0,0,0.0,0.0,0.0,0.0
18538,63,0,0,0,0,0.0,0.0,0.0,0.0
23497,63,0,0,0,0,0.0,0.0,0.0,0.0
8239,63,0,0,0,0,0.0,0.0,0.0,0.0
9175,63,0,0,0,0,0.0,0.0,0.0,0.0
1606,63,0,0,0,0,0.0,0.0,0.0,0.0
9601,63,0,0,0,0,0.0,0.0,0.0,0.0
9321,63,0,0,0,0,0.0,0.0,0.0,0.0
5993,63,0,0,0,0,0.0,0.0,0.0,0.0
19552,63,0,0,0,0,0.0,0.0,0.0,0.0
32314,63,0,0,0,0,0.0,0.0,0.0,0.0
6563,63,0,0,0,0,0.0,0.0,0.0,0.0
26073,63,0,0,0,0,0.0,0.0,0.0,0.0
17786,63,0,0,0,0,0.0,0.0,0.0,0.0
20550,63,12,12,12,0,19.0,19.0,19.0,0.0
11219,63,0,0,0,0,0.0,0.0,0.0,0.0
18315,63,0,0,0,0,0.0,0.0,0.0,0.0
17598,63,0,0,0,0,0.0,0.0,0.0,0.0
22242,63,0,0,0,0,0.0,0.0,0.0,0.0
9913,63,0,0,0,0,0.0,0.0,0.0,0.0
3403,63,0,0,0,0,0.0,0.0,0.0,0.0
29126,63,0,0,0,0,0.0,0.0,0.0,0.0
29219,63,0,0,0,0,0.0,0.0,0.0,0.0
8296,63,0,0,0,0,0.0,0.0,0.0,0.0
28286,63,0,0,0,0,0.0,0.0,0.0,0.0
32851,63,0,0,0,0,0.0,0.0,0.0,0.0
2094,63,0,0,0,0,0.0,0.0,0.0,0.0
10083,63,0,0,0,0,0.0,0.0,0.0,0.0
10008,63,0,0,0,0,0.0,0.0,0.0,0.0
4825,63,0,0,0,0,0.0,0.0,0.0,0.0
7066,63,0,0,0,0,0.0,0.0,0.0,0.0
12280,63,0,0,0,0,0.0,0.0,0.0,0.0
16462,63,0,0,0,0,0.0,0.0,0.0,0.0
28276,63,0,0,0,0,0.0,0.0,0.0,0.0
5832,63,0,0,0,0,0.0,0.0,0.0,0.0
24669,63,0,0,0,0,0.0,0.0,0.0,0.0
29701,63,0,0,0,0,0.0,0.0,0.0,0.0
10284,63,0,0,0,0,0.0,0.0,0.0,0.0
10588,63,0,0,0,0,0.0,0.0,0.0,0.0
21943,63,0,0,0,0,0.0,0.0,0.0,0.0
27462,63,0,0,0,0,0.0,0.0,0.0,0.0
22599,63,13,9,9,0,20.6,14.3,14.3,0.0
16780,63,0,0,0,0,0.0,0.0,0.0,0.0
21607,63,0,0,0,0,0.0,0.0,0.0,0.0
7417,63,0,0,0,0,0.0,0.0,0.0,0.0
5454,63,0,0,0,0,0.0,0.0,0.0,0.0
6839,63,0,0,0,0,0.0,0.0,0.0,0.0
32249,63,0,0,0,0,0.0,0.0,0.0,0.0
30169,63,0,0,0,0,0.0,0.0,0.0,0.0
9372,63,0,0,0,0,0.0,0.0,0.0,0.0
6179,63,0,0,0,0,0.0,0.0,0.0,0.0
19917,63,0,0,0,0,0.0,0.0,0.0,0.0
11916,63,0,0,0,0,0.0,0.0,0.0,0.0
32388,63,0,0,0,0,0.0,0.0,0.0,0.0
32329,63,0,0,0,0,0.0,0.0,0.0,0.0
21839,63,0,0,0,0,0.0,0.0,0.0,0.0
20089,63,0,0,0,0,0.0,0.0,0.0,0.0
16461,63,0,0,0,0,0.0,0.0,0.0,0.0
26321,63,0,0,0,0,0.0,0.0,0.0,0.0
16906,63,0,0,0,0,0.0,0.0,0.0,0.0
11751,63,0,0,0,0,0.0,0.0,0.0,0.0
19921,63,0,0,0,0,0.0,0.0,0.0,0.0
10303,63,0,0,0,0,0.0,0.0,0.0,0.0
30116,63,0,0,0,0,0.0,0.0,0.0,0.0
6347,63,0,0,0,0,0.0,0.0,0.0,0.0
15014,63,0,0,0,0,0.0,0.0,0.0,0.0
12118,63,0,0,0,0,0.0,0.0,0.0,0.0
23691,63,0,0,0,0,0.0,0.0,0.0,0.0
17944,63,0,0,0,0,0.0,0.0,0.0,0.0
24597,63,13,10,10,0,20.6,15.9,15.9,0.0
22396,63,0,0,0,0,0.0,0.0,0.0,0.0
16040,63,0,0,0,0,0.0,0.0,0.0,0.0
8715,63,0,0,0,0,0.0,0.0,0.0,0.0
28489,63,0,0,0,0,0.0,0.0,0.0,0.0
2266,63,0,0,0,0,0.0,0.0,0.0,0.0
17904,63,0,0,0,0,0.0,0.0,0.0,0.0
2232,63,0,0,0,0,0.0,0.0,0.0,0.0
27288,63,0,0,0,0,0.0,0.0,0.0,0.0
9905,63,0,0,0,0,0.0,0.0,0.0,0.0
2564,63,0,0,0,0,0.0,0.0,0.0,0.0
4662,63,26,21,21,0,41.3,33.3,33.3,0.0
7347,63,0,0,0,0,0.0,0.0,0.0,0.0
6975,63,0,0,0,0,0.0,0.0,0.0,0.0
29825,62,0,0,0,0,0.0,0.0,0.0,0.0
19119,62,0,0,0,0,0.0,0.0,0.0,0.0
23829,62,0,0,0,0,0.0,0.0,0.0,0.0
11563,62,0,0,0,0,0.0,0.0,0.0,0.0
23827,62,0,0,0,0,0.0,0.0,0.0,0.0
21537,62,0,0,0,0,0.0,0.0,0.0,0.0
11315,62,0,0,0,0,0.0,0.0,0.0,0.0
25935,62,0,0,0,0,0.0,0.0,0.0,0.0
22774,62,0,0,0,0,0.0,0.0,0.0,0.0
24091,62,0,0,0,0,0.0,0.0,0.0,0.0
5215,62,0,0,0,0,0.0,0.0,0.0,0.0
17480,62,0,0,0,0,0.0,0.0,0.0,0.0
8444,62,0,0,0,0,0.0,0.0,0.0,0.0
30195,62,0,0,0,0,0.0,0.0,0.0,0.0
7772,62,0,0,0,0,0.0,0.0,0.0,0.0
20650,62,0,0,0,0,0.0,0.0,0.0,0.0
21078,62,0,0,0,0,0.0,0.0,0.0,0.0
5793,62,0,0,0,0,0.0,0.0,0.0,0.0
9615,62,0,0,0,0,0.0,0.0,0.0,0.0
30100,62,0,0,0,0,0.0,0.0,0.0,0.0
10085,62,0,0,0,0,0.0,0.0,0.0,0.0
26652,62,0,0,0,0,0.0,0.0,0.0,0.0
18504,62,0,0,0,0,0.0,0.0,0.0,0.0
28079,62,0,0,0,0,0.0,0.0,0.0,0.0
15937,62,0,0,0,0,0.0,0.0,0.0,0.0
17969,62,0,0,0,0,0.0,0.0,0.0,0.0
29482,62,0,0,0,0,0.0,0.0,0.0,0.0
4253,62,0,0,0,0,0.0,0.0,0.0,0.0
16614,62,0,0,0,0,0.0,0.0,0.0,0.0
31033,62,0,0,0,0,0.0,0.0,0.0,0.0
11934,62,0,0,0,0,0.0,0.0,0.0,0.0
19547,62,0,0,0,0,0.0,0.0,0.0,0.0
31417,62,0,0,0,0,0.0,0.0,0.0,0.0
6117,62,0,0,0,0,0.0,0.0,0.0,0.0
23856,62,0,0,0,0,0.0,0.0,0.0,0.0
30297,62,0,0,0,0,0.0,0.0,0.0,0.0
17582,62,0,0,0,0,0.0,0.0,0.0,0.0
17902,62,0,0,0,0,0.0,0.0,0.0,0.0
8764,62,0,0,0,0,0.0,0.0,0.0,0.0
32063,62,0,0,0,0,0.0,0.0,0.0,0.0
12085,62,0,0,0,0,0.0,0.0,0.0,0.0
8222,62,0,0,0,0,0.0,0.0,0.0,0.0
29830,62,0,0,0,0,0.0,0.0,0.0,0.0
5320,62,0,0,0,0,0.0,0.0,0.0,0.0
6103,62,32,29,27,2,51.6,46.8,43.5,3.2
16575,62,0,0,0,0,0.0,0.0,0.0,0.0
7736,62,0,0,0,0,0.0,0.0,0.0,0.0
5647,62,0,0,0,0,0.0,0.0,0.0,0.0
5948,62,0,0,0,0,0.0,0.0,0.0,0.0
7399,62,0,0,0,0,0.0,0.0,0.0,0.0
8589,62,0,0,0,0,0.0,0.0,0.0,0.0
4517,62,0,0,0,0,0.0,0.0,0.0,0.0
2670,62,0,0,0,0,0.0,0.0,0.0,0.0
19799,62,0,0,0,0,0.0,0.0,0.0,0.0
23522,62,0,0,0,0,0.0,0.0,0.0,0.0
9011,62,0,0,0,0,0.0,0.0,0.0,0.0
7215,62,0,0,0,0,0.0,0.0,0.0,0.0
20866,62,0,0,0,0,0.0,0.0,0.0,0.0
9857,62,0,0,0,0,0.0,0.0,0.0,0.0
12023,62,0,0,0,0,0.0,0.0,0.0,0.0
1389,62,0,0,0,0,0.0,0.0,0.0,0.0
16991,62,0,0,0,0,0.0,0.0,0.0,0.0
9350,62,0,0,0,0,0.0,0.0,0.0,0.0
19482,62,0,0,0,0,0.0,0.0,0.0,0.0
24504,62,0,0,0,0,0.0,0.0,0.0,0.0
10642,62,0,0,0,0,0.0,0.0,0.0,0.0
18370,62,0,0,0,0,0.0,0.0,0.0,0.0
3925,62,0,0,0,0,0.0,0.0,0.0,0.0
31821,62,0,0,0,0,0.0,0.0,0.0,0.0
29758,62,0,0,0,0,0.0,0.0,0.0,0.0
31755,62,0,0,0,0,0.0,0.0,0.0,0.0
18932,62,0,0,0,0,0.0,0.0,0.0,0.0
7533,62,0,0,0,0,0.0,0.0,0.0,0.0
17453,62,22,22,22,0,35.5,35.5,35.5,0.0
5251,62,0,0,0,0,0.0,0.0,0.0,0.0
27368,62,0,0,0,0,0.0,0.0,0.0,0.0
16547,62,0,0,0,0,0.0,0.0,0.0,0.0
28712,62,0,0,0,0,0.0,0.0,0.0,0.0
19541,61,0,0,0,0,0.0,0.0,0.0,0.0
4316,61,0,0,0,0,0.0,0.0,0.0,0.0
23564,61,0,0,0,0,0.0,0.0,0.0,0.0
6249,61,0,0,0,0,0.0,0.0,0.0,0.0
32782,61,0,0,0,0,0.0,0.0,0.0,0.0
8374,61,0,0,0,0,0.0,0.0,0.0,0.0
5740,61,0,0,0,0,0.0,0.0,0.0,0.0
27601,61,0,0,0,0,0.0,0.0,0.0,0.0
16054,61,0,0,0,0,0.0,0.0,0.0,0.0
18772,61,0,0,0,0,0.0,0.0,0.0,0.0
20861,61,0,0,0,0,0.0,0.0,0.0,0.0
8387,61,0,0,0,0,0.0,0.0,0.0,0.0
21165,61,0,0,0,0,0.0,0.0,0.0,0.0
21663,61,0,0,0,0,0.0,0.0,0.0,0.0
10696,61,3,2,2,0,4.9,3.3,3.3,0.0
29355,61,0,0,0,0,0.0,0.0,0.0,0.0
16075,61,0,0,0,0,0.0,0.0,0.0,0.0
7942,61,0,0,0,0,0.0,0.0,0.0,0.0
18487,61,0,0,0,0,0.0,0.0,0.0,0.0
21041,61,0,0,0,0,0.0,0.0,0.0,0.0
18230,61,0,0,0,0,0.0,0.0,0.0,0.0
32356,61,0,0,0,0,0.0,0.0,0.0,0.0
7866,61,0,0,0,0,0.0,0.0,0.0,0.0
33230,61,0,0,0,0,0.0,0.0,0.0,0.0
19002,61,0,0,0,0,0.0,0.0,0.0,0.0
31538,61,0,0,0,0,0.0,0.0,0.0,0.0
30773,61,0,0,0,0,0.0,0.0,0.0,0.0
3334,61,5,3,1,2,8.2,4.9,1.6,3.3
12316,61,0,0,0,0,0.0,0.0,0.0,0.0
17750,61,0,0,0,0,0.0,0.0,0.0,0.0
21038,61,0,0,0,0,0.0,0.0,0.0,0.0
8990,61,0,0,0,0,0.0,0.0,0.0,0.0
4054,61,0,0,0,0,0.0,0.0,0.0,0.0
11770,61,0,0,0,0,0.0,0.0,0.0,0.0
4438,61,0,0,0,0,0.0,0.0,0.0,0.0
27004,61,0,0,0,0,0.0,0.0,0.0,0.0
7989,61,12,11,11,0,19.7,18.0,18.0,0.0
26388,61,0,0,0,0,0.0,0.0,0.0,0.0
11518,61,0,0,0,0,0.0,0.0,0.0,0.0
1249,61,0,0,0,0,0.0,0.0,0.0,0.0
7082,61,0,0,0,0,0.0,0.0,0.0,0.0
1039,61,0,0,0,0,0.0,0.0,0.0,0.0
10488,61,0,0,0,0,0.0,0.0,0.0,0.0
20901,61,0,0,0,0,0.0,0.0,0.0,0.0
33398,61,4,4,4,0,6.6,6.6,6.6,0.0
4041,61,0,0,0,0,0.0,0.0,0.0,0.0
10723,61,0,0,0,0,0.0,0.0,0.0,0.0
17747,61,0,0,0,0,0.0,0.0,0.0,0.0
8838,61,5,4,4,0,8.2,6.6,6.6,0.0
10754,61,0,0,0,0,0.0,0.0,0.0,0.0
30857,61,0,0,0,0,0.0,0.0,0.0,0.0
26894,61,0,0,0,0,0.0,0.0,0.0,0.0
26996,61,0,0,0,0,0.0,0.0,0.0,0.0
16093,61,0,0,0,0,0.0,0.0,0.0,0.0
6411,61,0,0,0,0,0.0,0.0,0.0,0.0
22808,61,0,0,0,0,0.0,0.0,0.0,0.0
29510,61,0,0,0,0,0.0,0.0,0.0,0.0
6338,61,0,0,0,0,0.0,0.0,0.0,0.0
10802,61,0,0,0,0,0.0,0.0,0.0,0.0
22954,61,0,0,0,0,0.0,0.0,0.0,0.0
18801,61,0,0,0,0,0.0,0.0,0.0,0.0
19206,61,0,0,0,0,0.0,0.0,0.0,0.0
21843,61,0,0,0,0,0.0,0.0,0.0,0.0
25594,61,0,0,0,0,0.0,0.0,0.0,0.0
11782,61,0,0,0,0,0.0,0.0,0.0,0.0
25937,61,0,0,0,0,0.0,0.0,0.0,0.0
23495,61,0,0,0,0,0.0,0.0,0.0,0.0
26220,61,0,0,0,0,0.0,0.0,0.0,0.0
21538,61,0,0,0,0,0.0,0.0,0.0,0.0
310,61,0,0,0,0,0.0,0.0,0.0,0.0
7788,61,0,0,0,0,0.0,0.0,0.0,0.0
28508,61,0,0,0,0,0.0,0.0,0.0,0.0
6355,61,0,0,0,0,0.0,0.0,0.0,0.0
24904,61,0,0,0,0,0.0,0.0,0.0,0.0
28253,61,0,0,0,0,0.0,0.0,0.0,0.0
20864,61,0,0,0,0,0.0,0.0,0.0,0.0
9359,61,14,14,14,0,23.0,23.0,23.0,0.0
30277,61,0,0,0,0,0.0,0.0,0.0,0.0
6511,61,0,0,0,0,0.0,0.0,0.0,0.0
5500,60,0,0,0,0,0.0,0.0,0.0,0.0
29622,60,0,0,0,0,0.0,0.0,0.0,0.0
25311,60,0,0,0,0,0.0,0.0,0.0,0.0
33798,60,0,0,0,0,0.0,0.0,0.0,0.0
6490,60,0,0,0,0,0.0,0.0,0.0,0.0
5504,60,0,0,0,0,0.0,0.0,0.0,0.0
10282,60,0,0,0,0,0.0,0.0,0.0,0.0
4891,60,25,25,22,3,41.7,41.7,36.7,5.0
28673,60,0,0,0,0,0.0,0.0,0.0,0.0
28678,60,0,0,0,0,0.0,0.0,0.0,0.0
11618,60,0,0,0,0,0.0,0.0,0.0,0.0
20024,60,0,0,0,0,0.0,0.0,0.0,0.0
12174,60,0,0,0,0,0.0,0.0,0.0,0.0
32841,60,0,0,0,0,0.0,0.0,0.0,0.0
3320,60,6,3,3,0,10.0,5.0,5.0,0.0
20096,60,0,0,0,0,0.0,0.0,0.0,0.0
26281,60,0,0,0,0,0.0,0.0,0.0,0.0
7742,60,0,0,0,0,0.0,0.0,0.0,0.0
26817,60,0,0,0,0,0.0,0.0,0.0,0.0
1059,60,0,0,0,0,0.0,0.0,0.0,0.0
6700,60,0,0,0,0,0.0,0.0,0.0,0.0
7085,60,0,0,0,0,0.0,0.0,0.0,0.0
22972,60,0,0,0,0,0.0,0.0,0.0,0.0
3121,60,0,0,0,0,0.0,0.0,0.0,0.0
25335,60,0,0,0,0,0.0,0.0,0.0,0.0
8262,60,0,0,0,0,0.0,0.0,0.0,0.0
32788,60,0,0,0,0,0.0,0.0,0.0,0.0
11739,60,0,0,0,0,0.0,0.0,0.0,0.0
27893,60,0,0,0,0,0.0,0.0,0.0,0.0
17248,60,0,0,0,0,0.0,0.0,0.0,0.0
3082,60,15,9,9,0,25.0,15.0,15.0,0.0
4813,60,0,0,0,0,0.0,0.0,0.0,0.0
4248,60,0,0,0,0,0.0,0.0,0.0,0.0
19713,60,0,0,0,0,0.0,0.0,0.0,0.0
11859,60,1,1,1,0,1.7,1.7,1.7,0.0
6749,60,25,19,19,0,41.7,31.7,31.7,0.0
22882,60,0,0,0,0,0.0,0.0,0.0,0.0
19787,60,0,0,0,0,0.0,0.0,0.0,0.0
27705,60,0,0,0,0,0.0,0.0,0.0,0.0
22932,60,0,0,0,0,0.0,0.0,0.0,0.0
10949,60,0,0,0,0,0.0,0.0,0.0,0.0
10614,60,0,0,0,0,0.0,0.0,0.0,0.0
6371,60,0,0,0,0,0.0,0.0,0.0,0.0
20246,60,0,0,0,0,0.0,0.0,0.0,0.0
17739,60,0,0,0,0,0.0,0.0,0.0,0.0
18971,60,0,0,0,0,0.0,0.0,0.0,0.0
7305,60,0,0,0,0,0.0,0.0,0.0,0.0
8719,60,0,0,0,0,0.0,0.0,0.0,0.0
22513,60,0,0,0,0,0.0,0.0,0.0,0.0
8414,60,0,0,0,0,0.0,0.0,0.0,0.0
11453,60,0,0,0,0,0.0,0.0,0.0,0.0
11971,60,0,0,0,0,0.0,0.0,0.0,0.0
18055,60,0,0,0,0,0.0,0.0,0.0,0.0
6245,60,0,0,0,0,0.0,0.0,0.0,0.0
22365,60,0,0,0,0,0.0,0.0,0.0,0.0
20252,60,0,0,0,0,0.0,0.0,0.0,0.0
22572,60,0,0,0,0,0.0,0.0,0.0,0.0
26034,60,0,0,0,0,0.0,0.0,0.0,0.0
2905,60,0,0,0,0,0.0,0.0,0.0,0.0
8760,60,0,0,0,0,0.0,0.0,0.0,0.0
29136,60,0,0,0,0,0.0,0.0,0.0,0.0
20850,60,0,0,0,0,0.0,0.0,0.0,0.0
9839,60,0,0,0,0,0.0,0.0,0.0,0.0
8973,60,0,0,0,0,0.0,0.0,0.0,0.0
27263,60,0,0,0,0,0.0,0.0,0.0,0.0
11781,60,0,0,0,0,0.0,0.0,0.0,0.0
29466,60,0,0,0,0,0.0,0.0,0.0,0.0
2172,60,0,0,0,0,0.0,0.0,0.0,0.0
31020,60,0,0,0,0,0.0,0.0,0.0,0.0
23614,60,0,0,0,0,0.0,0.0,0.0,0.0
27357,60,0,0,0,0,0.0,0.0,0.0,0.0
10938,60,0,0,0,0,0.0,0.0,0.0,0.0
12018,60,0,0,0,0,0.0,0.0,0.0,0.0
5047,60,0,0,0,0,0.0,0.0,0.0,0.0
23163,60,0,0,0,0,0.0,0.0,0.0,0.0
8110,60,0,0,0,0,0.0,0.0,0.0,0.0
29058,60,0,0,0,0,0.0,0.0,0.0,0.0
28262,60,0,0,0,0,0.0,0.0,0.0,0.0
28213,60,0,0,0,0,0.0,0.0,0.0,0.0
8785,60,0,0,0,0,0.0,0.0,0.0,0.0
10114,60,0,0,0,0,0.0,0.0,0.0,0.0
6840,60,0,0,0,0,0.0,0.0,0.0,0.0
7725,60,0,0,0,0,0.0,0.0,0.0,0.0
12001,60,0,0,0,0,0.0,0.0,0.0,0.0
18984,60,0,0,0,0,0.0,0.0,0.0,0.0
26563,60,0,0,0,0,0.0,0.0,0.0,0.0
11810,60,0,0,0,0,0.0,0.0,0.0,0.0
6445,60,0,0,0,0,0.0,0.0,0.0,0.0
16221,60,0,0,0,0,0.0,0.0,0.0,0.0
18321,59,0,0,0,0,0.0,0.0,0.0,0.0
25665,59,0,0,0,0,0.0,0.0,0.0,0.0
18969,59,0,0,0,0,0.0,0.0,0.0,0.0
16719,59,0,0,0,0,0.0,0.0,0.0,0.0
5859,59,0,0,0,0,0.0,0.0,0.0,0.0
4796,59,0,0,0,0,0.0,0.0,0.0,0.0
22781,59,0,0,0,0,0.0,0.0,0.0,0.0
8714,59,0,0,0,0,0.0,0.0,0.0,0.0
7306,59,0,0,0,0,0.0,0.0,0.0,0.0
29565,59,0,0,0,0,0.0,0.0,0.0,0.0
7294,59,0,0,0,0,0.0,0.0,0.0,0.0
26607,59,0,0,0,0,0.0,0.0,0.0,0.0
8027,59,0,0,0,0,0.0,0.0,0.0,0.0
16716,59,0,0,0,0,0.0,0.0,0.0,0.0
9744,59,0,0,0,0,0.0,0.0,0.0,0.0
30693,59,0,0,0,0,0.0,0.0,0.0,0.0
8413,59,0,0,0,0,0.0,0.0,0.0,0.0
6554,59,0,0,0,0,0.0,0.0,0.0,0.0
8787,59,0,0,0,0,0.0,0.0,0.0,0.0
23050,59,0,0,0,0,0.0,0.0,0.0,0.0
26103,59,0,0,0,0,0.0,0.0,0.0,0.0
8097,59,0,0,0,0,0.0,0.0,0.0,0.0
16569,59,0,0,0,0,0.0,0.0,0.0,0.0
17989,59,0,0,0,0,0.0,0.0,0.0,0.0
3951,59,0,0,0,0,0.0,0.0,0.0,0.0
32648,59,0,0,0,0,0.0,0.0,0.0,0.0
10960,59,0,0,0,0,0.0,0.0,0.0,0.0
17752,59,0,0,0,0,0.0,0.0,0.0,0.0
5025,59,44,37,37,0,74.6,62.7,62.7,0.0
20208,59,0,0,0,0,0.0,0.0,0.0,0.0
16854,59,0,0,0,0,0.0,0.0,0.0,0.0
1256,59,0,0,0,0,0.0,0.0,0.0,0.0
18516,59,0,0,0,0,0.0,0.0,0.0,0.0
28145,59,0,0,0,0,0.0,0.0,0.0,0.0
22821,59,0,0,0,0,0.0,0.0,0.0,0.0
2789,59,0,0,0,0,0.0,0.0,0.0,0.0
31257,59,0,0,0,0,0.0,0.0,0.0,0.0
22670,59,0,0,0,0,0.0,0.0,0.0,0.0
27942,59,0,0,0,0,0.0,0.0,0.0,0.0
5957,59,0,0,0,0,0.0,0.0,0.0,0.0
23393,59,0,0,0,0,0.0,0.0,0.0,0.0
29982,59,0,0,0,0,0.0,0.0,0.0,0.0
11504,59,0,0,0,0,0.0,0.0,0.0,0.0
7192,59,0,0,0,0,0.0,0.0,0.0,0.0
6549,59,0,0,0,0,0.0,0.0,0.0,0.0
8394,59,0,0,0,0,0.0,0.0,0.0,0.0
11509,59,0,0,0,0,0.0,0.0,0.0,0.0
7780,59,0,0,0,0,0.0,0.0,0.0,0.0
29817,59,0,0,0,0,0.0,0.0,0.0,0.0
28147,59,0,0,0,0,0.0,0.0,0.0,0.0
18646,59,0,0,0,0,0.0,0.0,0.0,0.0
18949,59,0,0,0,0,0.0,0.0,0.0,0.0
229,59,0,0,0,0,0.0,0.0,0.0,0.0
