id,primary_name,count_current_type,deposits_funders_current,funders_current_type
297,Springer Science and Business Media LLC,600720,TRUE,0.00364895458782794
301,Informa UK Limited,341161,TRUE,0
1121,JSTOR,237845,TRUE,0
374,Walter de Gruyter GmbH,207363,TRUE,0
78,Elsevier BV,106276,TRUE,0.008797847115058903
286,Oxford University Press (OUP),51413,TRUE,0
56,Cambridge University Press (CUP),43854,TRUE,0
2984,Bloomsbury Academic,36003,FALSE,0
3821,Nomos Verlag,34935,TRUE,0
2432,IGI Global,28869,FALSE,0
50,Brill,26980,TRUE,0
9818,Atena Editora,26327,FALSE,0
250,EDP Sciences,23246,TRUE,0
5471,Transcript Verlag,19187,FALSE,0
5164,Yale University Press,17030,FALSE,0
7834,United Nations Publications,15578,FALSE,0
219,World Scientific Pub Co Pte Ltd,13971,TRUE,0
2918,Edward Elgar Publishing,13650,FALSE,0
3774,IntechOpen,12849,FALSE,0
6055,Verlag C.H.Beck oHG,12369,FALSE,0
2399,OpenEdition,11371,TRUE,0.0134552809779263
20809,Rutgers University Press,10764,FALSE,0
194,Georg Thieme Verlag KG,10162,TRUE,0
140,Emerald,10082,TRUE,0
16089,Brill Deutschland GmbH,10067,TRUE,0
4230,Manchester University Press,9109,FALSE,0
408,University of California Press,7376,FALSE,0
4434,Cornell University Press,7212,FALSE,0
2273,CAIRN,6982,FALSE,0
281,MIT Press - Journals,6607,TRUE,0
5267,"Vandenhoeck & Ruprecht GmbH & Co, KG",6103,FALSE,0
4694,Sciencedomain International,5650,FALSE,0
1696,University of Toronto Press Inc. (UTPress),5508,FALSE,0
1963,Organisation for Economic Co-Operation and Development  (OECD),5457,FALSE,0
73,Duke University Press,5283,TRUE,0
24862,Editora Cientifica Digital,4927,FALSE,0
793,Springer Publishing Company,4826,FALSE,0
1697,Carl Hanser Verlag,4620,FALSE,0
23658,Editora Conhecimento Livre,4620,FALSE,0
21860,Editora Poisson,4449,FALSE,0
179,SAGE Publications,4195,TRUE,0
11875,Even3,4156,FALSE,0
4359,Columbia University Press,3977,FALSE,0
7597,Brepols Publishers NV,3825,FALSE,0
2652,Harvard University Press,3503,FALSE,0
19460,Haufe-Lexware GmbH and Co. KG,3394,FALSE,0
965,Bentham Science Publishers Ltd.,3373,TRUE,0
4802,Verlag Dr. Otto Schmidt,3373,FALSE,0
7437,IOS Press,3211,TRUE,0
3779,University of Minnesota Press,2955,FALSE,0
242,CABI Publishing,2760,FALSE,0
1757,John Benjamins Publishing Company,2647,FALSE,0
12270,Psychosozial-Verlag GmbH and Co. KG,2484,FALSE,0
16537,Pimenta Cultural,2382,FALSE,0
165,Bristol University Press,2361,FALSE,0
3287,The Pennsylvania State University Press,2291,TRUE,0
417,American Academy of Pediatrics (AAP),2269,FALSE,0
266,IOP Publishing,2262,TRUE,0
3673,University of Illinois Press,2222,FALSE,0
265,Institution of Engineering and Technology (IET),2159,TRUE,0
5668,Pegem Akademi Yayincilik Egitim Danismanlik Hizmetleri,2159,FALSE,0
12323,World Trade Organization,2107,FALSE,0
16987,Vervuert Verlag oHG,2023,FALSE,0
292,Royal Society of Chemistry (RSC),1968,TRUE,0
4759,University of Pennsylvania Press,1928,FALSE,0
1931,Edinburgh University Press,1898,FALSE,0
28402,VDI Verlag GmbH,1835,FALSE,0
6036,RWS Verlag GmbH,1771,FALSE,0
3180,Amsterdam University Press,1753,TRUE,0
9289,"Channel View Publications, Ltd.",1711,FALSE,0
530,FapUNIFESP (SciELO),1679,TRUE,0
31705,Brill Osterreich GmbH,1648,FALSE,0
4498,Boehlau Verlag Ges.m.b.H. & Co. KG,1603,FALSE,0
11982,Publishing House Baltija Publishing,1603,FALSE,0
4211,University of Warsaw,1542,TRUE,0
5556,Michigan State University Press,1528,FALSE,0
26354,Rfb Editora,1523,FALSE,0
2165,Liverpool University Press,1514,FALSE,0
22549,Fundacao Fenix,1500,FALSE,0
15,American Psychological Association (APA),1476,TRUE,0.008807588075880758
16894,Gorgias Press LLC,1473,FALSE,0
10443,Editora CRV,1273,FALSE,0
351,Society for Industrial & Applied Mathematics (SIAM),1230,TRUE,0
4923,Open Book Publishers,1211,FALSE,0
26411,ICSP - New Science,1184,FALSE,0
14,American Mathematical Society (AMS),1180,TRUE,0
8249,Federal Center of Theoretical and Applied Sociology of the Russian Academy of Sciences (FCTAS RAS),1159,TRUE,0
3910,University Press of Colorado,1155,FALSE,0
10341,Princeton University Press,1144,FALSE,0
12144,Edizioni Ca Foscari,1112,FALSE,0
27115,Editora e-Publicar,1071,FALSE,0
16613,Realize Eventos Cientificos e Editora LTDA,1056,FALSE,0
9495,British Small Animal Veterinary Association,1002,FALSE,0
9752,ANU Press,997,FALSE,0
